	PC	ES1	EC	ES2	C	ES3
ppt_238913	0.727052217	4.237146001	1.03991213	5.593728474	3.24908664	7.280917623
ppt_231681	28.1761901	3.983824049	23.03832379	4.202917554	8.02855798	1.774659774
ppt_101776	10.51527645	7.581792206	19.0495235	25.33845236	53.99656971	37.30393323
ppt_251650	11.84983152	24.70045241	15.25910534	23.34439423	43.30569156	25.61833132
ppt_87976	0.757418808	74.47153394	0.367844497	44.44493883	1.329647839	64.0457623
ppt_48349	19.28872703	11.18050055	18.22372057	22.37819876	51.66712962	46.90690705
ppt_182596	9.612627938	20.98162267	7.84721285	5.754251681	2.646917867	4.401076373
ppt_92831	1.59806605	1.306038607	2.051140648	1.932337877	6.107610147	2.246214151
ppt_193960	17.53910672	11.18853678	12.78162139	6.482057168	4.403169664	6.679195001
ppt_196377	37.39507241	34.74880905	35.63289076	33.84324864	100.6865959	44.65374936
ppt_70012	21.54063445	7.471208919	17.85270715	7.070239625	6.192092996	6.738911855
ppt_141191	23.36278665	44.7452651	21.99139138	57.0346267	62.23271218	73.87042229
ppt_161839	0.723346253	1.055796822	0.649980912	1.439179432	2.139889053	1.606548332
ppt_57681	0.686856338	1.917981423	2.966371217	6.813711875	8.667744229	7.695472522
ppt_93239	1062.106784	963.8938506	792.4290211	724.7916751	281.3428315	652.3632036
ppt_143210	21.0947898	10.0705642	17.88409922	7.488817401	6.21824319	8.259600572
ppt_88084	4.214707755	2.6335772	3.380954752	2.361034384	1.074608278	2.330641003
ppt_52491	4.962171159	7.966334883	9.084641738	12.9045728	25.84707499	17.41107057
ppt_150211	8.788532378	10.35727601	9.013390491	15.13879597	25.67714797	18.19261904
ppt_178255	0.091790659	0.482210961	0.170860623	0.047642386	0.756768848	0.345050291
ppt_219388	0.815515906	3.126875849	0.561658162	3.802541399	1.867155044	3.014917623
ppt_125971	14.50101692	18.2364604	18.21736002	24.16601519	51.50674321	25.01347257
ppt_114408	14.79788651	39.10307808	5.507464338	5.282549532	1.817145299	2.791138242
ppt_80789	11.64068355	11.10529422	9.708174835	9.178557054	3.314758986	7.019715579
ppt_255993	33.51376623	42.32547387	36.95953435	50.24554884	104.1547381	78.89650585
ppt_158572	19.19851444	24.00409906	16.18805825	21.44345467	5.621705295	14.71751975
ppt_153053	2.927721848	1.898381437	3.429079005	1.662775744	1.087806513	2.507098551
ppt_48523	1.969754598	4.016421386	2.785492938	4.569167207	8.145595198	4.506062294
ppt_155988	3.366583373	19.62736158	3.259432045	29.28352527	9.458283015	43.83506357
ppt_168042	1.917714755	1.015940789	1.376618514	1.076633131	0.364168162	1.596569711
ppt_119693	4.374822575	1.909408078	3.091265534	1.46859096	0.976688601	1.156917868
ppt_76354	15.27625756	35.89899628	34.05509934	79.19979303	95.8592247	91.23208753
ppt_67235	24.83030072	51.67004635	12.71214275	11.3159695	4.387848803	14.28469356
ppt_255724	3.376195924	7.444393389	4.318244624	6.70655582	12.44732964	9.887538908
ppt_51643	105.9424251	93.4117933	68.50235298	81.87632467	24.28547703	63.1802095
ppt_221932	34.74963057	140.7321115	53.48920792	93.32923082	18.93480375	44.33759806
ppt_120190	71.69686964	116.4147708	82.00424374	111.2388513	230.3705761	137.1982725
ppt_131903	4.825894889	1.082078928	5.034224109	1.807846602	1.664841572	2.578250456
ppt_241837	0.69921104	0.839772319	0.770098976	1.306750001	2.461694199	1.583066418
ppt_131209	113.8930398	122.986017	113.3684054	174.1339405	318.2551047	185.1898786
ppt_61979	8.763686794	12.15349458	7.325456988	7.332228684	2.478653298	5.076431766
ppt_235751	3.814549496	3.763047303	4.115570024	7.610482936	11.83805614	8.346840438
ppt_168577	25.08821757	35.73972038	27.61031764	42.43096612	9.72642018	41.91241457
ppt_136125	0.488430789	2.424217263	0.283586849	2.734757298	1.109976973	4.077245584
ppt_239075	2.953506202	4.445162984	3.000182298	3.921423918	0.93497538	4.277814874
ppt_114826	5.740058185	6.67813986	5.500553357	7.458079578	1.819986164	3.666283095
ppt_135614	9.20727562	11.13807183	10.48581147	10.22232435	29.65582702	15.93002292
ppt_261762	1.601764891	0.453689729	2.421105291	1.369989486	7.107883504	3.522445735
ppt_119866	12.77192092	12.61124844	11.89835393	11.66326625	4.104944051	10.85689322
ppt_86928	6.733513992	49.92399607	11.75841763	82.02803122	33.21223662	70.6073822
ppt_215952	15.1939664	20.15686932	19.87630161	48.74888634	55.94726074	55.63251205
ppt_43009	4.701680252	13.31196653	7.558015875	16.69711599	21.49221206	13.99878459
ppt_123869	9.832787346	8.162975004	8.405465034	7.086560578	23.84958352	8.40528304
ppt_179076	168.7055779	207.3264788	235.1753363	496.7162142	658.7253678	832.0813266
ppt_83534	7.40500887	0.037001473	10.30529668	0.047642386	29.13795833	0.310442373
ppt_110321	2.481599529	1.851164827	3.612061405	2.383789122	10.42058053	1.956554929
ppt_237301	10.58879356	5.6353719	11.21197721	5.250491188	3.864283018	4.873445294
ppt_219103	0.350909462	3.968814609	0.90106573	4.600755706	2.818259284	5.665589626
ppt_59902	1.193186993	7.863984928	0.623834443	8.737255554	2.034278132	7.568063835
ppt_161818	4.286383369	0.018500737	2.310924639	0.03038896	0.708608914	0.011661043
ppt_232666	2.177429218	11.43193209	0.972865447	3.646763308	0.227646333	3.347982606
ppt_252492	4.175479729	0	3.119669454	0.007940398	9.026236363	0.041387516
ppt_73856	6.659350131	9.126503412	7.248363483	9.263852613	20.587489	7.789148349
ppt_122080	6.008668168	6.685551136	8.32381398	4.760646293	23.58622612	9.365331593
ppt_157674	4.89115087	3.673480391	7.524072965	6.845374547	21.34061159	7.316374584
ppt_138787	1.145944394	1.224058764	2.344999705	3.901477844	6.861728482	5.615126427
ppt_37464	141.9811907	149.7195405	162.3090099	214.2083812	453.6394404	250.9916152
ppt_52648	19.05705662	10.50232601	14.4156064	5.267388099	5.020085245	4.220860435
ppt_120928	1.152915301	0.597198725	1.128921453	1.044244355	3.46303996	1.030246987
ppt_195946	8.990287516	5.352243808	9.106802908	7.442596216	25.71485873	8.530931931
ppt_219018	1.921906666	0	1.332348764	0	4.023748605	0
ppt_107002	0.89310561	4.878462729	0.505537814	2.928790574	0.077607824	1.789506877
ppt_42297	478.7729344	871.2756873	396.2903352	365.7026892	141.8472671	243.9592884
ppt_188087	3.684600367	5.524531154	4.721129093	5.318106643	13.50001842	6.560288138
ppt_130602	7.170500528	13.23908304	8.260181675	27.29453768	23.37276869	32.93209801
ppt_130646	0.231674047	0.12024458	0.056002183	0.047449058	0.40816062	0.046644173
ppt_160294	18.95658656	25.097491	12.183457	19.22394967	4.22699087	11.95430286
ppt_76343	10.20624379	24.20673174	22.99804564	55.31508527	64.44677059	62.7879074
ppt_220490	1.119032242	0	2.388978257	0	6.970474784	0
ppt_152985	10.95653546	10.07558534	10.39124576	8.313751919	3.589156179	9.659001746
ppt_254245	65.29788117	86.86039985	81.8822742	111.4770587	228.661034	111.3470839
ppt_210071	27.69324505	13.72243498	33.93557303	20.69747268	94.91096852	26.53432325
ppt_125346	19.35889672	19.25923316	24.51198289	17.80516141	8.6531244	13.26228281
ppt_141192	15.11336304	24.73655826	13.17040692	35.59791873	37.001934	46.28910287
ppt_247162	79.3598225	123.0611206	156.4236291	196.2028107	55.98456196	194.9320731
ppt_157682	3.249172276	1.827571835	4.074161063	3.095487223	11.66317225	3.788625489
ppt_177239	1.941908352	2.269290026	3.308402681	6.0800647	9.534585989	8.09945585
ppt_147781	0.73065417	5.179670287	0.83857867	2.233421968	0.184309373	1.573851183
ppt_91338	0.11879138	1.556024705	0.115912938	3.787478867	0.570901088	8.252598969
ppt_47152	0.845001084	2.725536023	6.54715472	7.554560257	18.56829613	12.84761476
ppt_231817	6.750839666	6.390853995	4.249877179	2.830185954	1.388615789	1.273450301
ppt_250806	23.11092612	11.25306158	23.84809325	9.947386814	8.41769034	7.130945623
ppt_196379	19.53201894	14.20319599	18.87073848	17.99324866	52.85819333	26.50203785
ppt_253123	1.273087428	8.305509024	1.180341356	6.091120819	3.598622068	8.493251859
ppt_150215	4.843928784	5.534417918	4.584193721	6.815847002	13.10192587	9.548635784
ppt_251775	4.288897449	4.266510387	2.86961284	3.8006652	0.892464549	5.85024867
ppt_223465	2.360750297	1.984294127	2.863423035	1.227191364	0.891791939	1.748960745
ppt_194105	5.246285117	6.447814998	9.18968093	9.450138344	25.87124327	14.23435847
ppt_70025	0.253967048	0.180366871	0.299266218	0.039122004	1.129974587	0.13692741
ppt_252349	0.014483693	0.077822275	0.116728029	0.285108877	0.612591494	0.849358692
ppt_239485	93.40863966	73.6540384	122.2088603	81.94885733	43.7768961	67.59630754
ppt_93628	3.763111339	2.245152514	3.098333963	1.080726293	0.97756297	1.267596081
ppt_117576	638.974158	1113.463149	1285.824899	1204.899601	461.8468437	1132.736172
ppt_167595	333.0243119	127.6906077	341.7166641	207.9685035	122.6681661	210.9045904
ppt_138833	3.350335828	2.472079931	1.9434738	1.227514624	0.566439096	0.789886788
ppt_150787	20.09408732	34.16953081	56.64040591	84.8814212	157.8970985	102.1734315
ppt_97769	14.22324937	11.29884608	11.32238089	6.921699196	3.928267387	7.401794642
ppt_188723	45.00739984	50.28253804	50.17339383	34.72788335	17.91176819	31.93571265
ppt_264827	0.205645925	0.4351992	0.292788055	0.723201134	1.111842396	0.811170544
ppt_92171	18.43709347	5.650103464	19.96319762	5.126625291	7.037726833	6.84143474
ppt_55200	0.366045144	0	0.542783088	0	1.808622224	0.043736021
ppt_170769	3.922151281	3.375876217	2.377594966	2.104281372	0.721512633	1.605410081
ppt_215490	0.015882898	0	0.176472466	0.028591006	0.751403968	0.687426773
ppt_40715	0.826387904	4.062560596	2.469260958	8.339882273	7.162139462	7.929631727
ppt_43011	5.190797889	15.62604083	8.923983311	18.87629992	25.13083854	15.72380107
ppt_202327	0.146681199	0.278897498	0.165970641	0.541482879	0.718035992	1.418483132
ppt_197333	5.810653994	0.117842324	2.130140153	0.084966436	6.258982217	0
ppt_148083	14.32887634	52.80238606	20.29866228	66.81451534	56.6818729	53.8743958
ppt_183124	37.80376637	30.3053197	54.69376758	29.22796676	19.55943291	30.02764379
ppt_207591	8.01656444	10.51085797	10.31667098	13.21724581	28.94088494	17.25544084
ppt_111049	16.30906524	11.52867692	15.86086921	11.34116963	5.574462268	8.941127553
ppt_148861	1.958893369	5.201979394	3.299969331	8.090641189	9.475177203	9.587821246
ppt_137576	4.423429449	0.236156824	4.387479308	0.438779693	12.48864871	0.607769281
ppt_57981	0.389340927	5.384441451	0.224098324	2.959945201	0	1.47938667
ppt_99197	0.170448189	4.797037274	0.23146159	0.649400535	0	0.195470452
ppt_208476	0.681304121	5.863192627	0.227799138	2.077041404	0	1.448506471
ppt_77796	0.102842412	0.06012229	0.244925866	0.27110337	0	0.01704909
ppt_117709	0.481518267	0.60308207	0.239147704	0.572615026	0	0.417083663
ppt_206678	1.499608693	11.4028481	0.237642402	5.080629344	0	2.347839124
ppt_140102	0.791784801	14.16737857	0.248016271	13.69614878	0	10.61494527
ppt_215365	0.360892362	5.88467131	0.234264435	5.742880821	0	3.346358532
ppt_73565	0.375999845	1.673857366	0.239227506	1.46384048	0	3.862517278
ppt_41538	0.129200886	0.347469404	0.230438741	0.482936777	0	0.518561771
ppt_183652	0.438974743	19.28193455	0.231902604	14.65065686	0	8.909255433
ppt_137045	1.942056331	70.97445886	0.227102213	4.901139761	0	4.69412546
ppt_174621	3.720586738	0.149422966	0.246136892	0.139770511	0	0
ppt_126245	13.21691806	4.355338409	20.12213995	7.07942136	56.16754234	13.32606926
ppt_164974	2.091286002	2.113911917	1.639908428	4.178259637	4.860201256	6.164049457
ppt_225185	14.70305561	6.244716591	16.9929653	5.507124164	5.979672636	6.719036442
ppt_109474	1.371798297	1.503777431	2.00364946	2.056255468	5.874641472	3.874033277
ppt_69167	42.12837681	25.06540565	34.87865386	19.72823255	12.43632145	18.45024861
ppt_57976	22.2689843	222.2403312	11.71167676	70.23981197	32.79265421	35.04840902
ppt_159415	30.19919282	39.91467041	31.08423733	45.05762771	86.55164863	55.89611788
ppt_117481	3.510305358	2.238120515	4.239128435	5.339914962	12.08565388	3.725050655
ppt_199404	1.845673226	3.174287099	4.062311262	4.461648806	11.58417144	7.827297799
ppt_207600	7.435216782	9.811205782	9.132080217	12.62781347	25.62470285	16.6578494
ppt_66550	0.46270482	1.470163398	0.468119506	3.995845426	1.590114539	5.723762481
ppt_136776	4.132379514	0.12948474	7.493249269	0.007940398	21.10787619	0
ppt_173412	4.299234394	3.865972062	5.214242105	4.063315634	14.78476061	5.184783292
ppt_251785	2.851890927	4.994909488	2.290090383	4.285168855	0.688629525	4.522314257
ppt_42643	0.229830807	9.296828145	0.262845824	6.093470889	0.014172178	3.925315419
ppt_138885	0.400345067	4.439002309	0.268703788	2.828344841	0.014172178	3.015109438
ppt_270194	0.102842412	4.664492783	0.265977669	1.137919097	0.014172178	1.432008241
ppt_73531	0.334032497	0	0.074151759	0.015880795	0.446138404	0
ppt_254999	2.407838187	3.607935837	2.953091481	4.548125457	0.931126349	2.688275204
ppt_162767	3.758591061	1.877242629	3.414379687	3.214449318	9.792438378	4.722226252
ppt_164882	31.01661101	32.97642555	28.06098063	29.66103746	9.988589358	27.80537326
ppt_155878	6.607988815	18.78684874	6.130058384	5.049097506	2.074378542	4.057944946
ppt_53148	7.43556393	6.057193449	7.104173783	4.517371416	2.4247386	3.38846935
ppt_194275	27.6709493	48.27323549	31.64410798	36.30665349	88.02482288	43.30783457
ppt_132940	0.394097288	2.283223156	1.193323179	3.598654681	3.615027854	8.88207872
ppt_116237	1.752014212	1.547206224	2.004225143	1.944788225	5.868057872	2.284984387
ppt_48350	18.67589068	11.76905413	17.06787057	21.90941048	47.59771349	45.54659558
ppt_177566	16.7703294	34.1743311	17.85234794	28.20945354	49.7698812	45.01595509
ppt_270723	1.548360068	0.982265165	5.685251771	1.625896351	1.920445373	3.466423296
ppt_48827	4.401956463	10.38180512	2.520670509	5.307301845	7.3039468	10.01119847
ppt_194113	8.492525816	9.120064998	14.64768775	16.79945815	40.86244539	24.64714415
ppt_115927	6.864552091	4.358971531	5.762411292	3.217756133	1.946236179	3.445690399
ppt_112145	55.3625318	119.3196494	67.81271734	202.2200143	188.0979467	197.2965196
ppt_123818	0.217256424	2.554142668	0.608420776	4.493027344	1.98266128	5.706803315
ppt_159549	8.697952455	4.277959116	7.34060152	3.505438518	2.513878383	4.101419851
ppt_253630	11.70199346	8.385312762	10.72556674	6.231032069	3.735297416	6.222574858
ppt_198827	43.76091511	161.8886787	65.31971734	301.3712896	181.1529866	330.4135833
ppt_87426	5.306308954	5.892606486	3.99342664	2.827159239	1.31245537	2.52543241
ppt_44263	1.324771409	2.796511958	1.258765975	3.935184388	3.798858062	5.105127809
ppt_229998	16.81493015	10.63999372	12.25419938	6.345958987	4.291977605	5.494560553
ppt_145422	20.20160317	10.88618111	28.49531027	18.40705352	79.16197735	30.26397802
ppt_135620	6.879772793	2.726110077	7.661838807	2.318692329	21.51125768	3.240763057
ppt_208125	1.11186518	1.715006199	0.750678151	1.670663537	2.377299517	2.379542374
ppt_56668	7.47115755	10.96089348	9.913625985	15.79311154	3.452367238	13.02272503
ppt_82370	11.44866445	24.78520358	6.282285057	21.5100864	2.135256431	53.31387441
ppt_215244	0.463990341	1.35938513	1.819593901	5.448826246	5.340201397	2.96028994
ppt_200746	5.272572452	5.14445475	4.078926964	5.133804079	1.34000782	4.987668958
ppt_161634	51.34836037	23.74492668	76.14986613	45.27805386	210.9378855	61.23666061
ppt_186282	4.05117344	16.86748141	18.9915388	39.60418272	52.81779043	45.02237654
ppt_69963	1.114974456	8.1038705	3.463334176	16.25235212	9.909186205	23.21709624
ppt_211368	13.90755681	15.86082394	11.05436695	9.630919197	3.859395806	7.524431112
ppt_221028	1.427282441	10.04495912	1.452340232	3.494758264	0.401496151	2.571979972
ppt_126717	0.202015773	1.001761635	0.309685165	3.582925401	1.16099227	4.406911567
ppt_155681	190.8457393	5.678687993	249.6271756	4.583682106	690.6581736	4.46488564
ppt_190718	1.238852548	4.956490398	0.969454472	6.626695514	2.983573505	5.743108002
ppt_138025	9.963833232	5.091118844	8.005540614	5.540320436	2.774619877	5.992472573
ppt_224911	7.113895877	15.78669603	6.479765373	8.065917648	2.208649653	5.383377904
ppt_206452	118.0939713	144.8500887	197.6350858	287.4182362	546.7668902	399.3647455
ppt_174092	6.839255741	5.008850304	7.628579036	4.983960262	2.619254436	3.722274239
ppt_218374	1.969838097	6.642368162	4.07242922	9.72557451	11.55736527	10.44174703
ppt_81186	5.169934348	4.229938891	5.46410155	3.876236812	1.845313322	1.70394595
ppt_165707	1.482428547	0	2.482971354	0	7.182002646	0
ppt_139325	0.095165244	0.023120817	0.082537874	0.173910039	0.465928555	0.110337435
ppt_126251	7.74257059	2.133973528	10.43331193	4.238703513	29.1047008	6.500425548
ppt_139197	101.3583015	87.02974913	86.51200098	62.72450913	239.2865612	58.18152547
ppt_152740	1.469374243	1.172580731	1.871303644	3.167782114	5.486963814	4.587809686
ppt_78427	42.15580079	63.21090054	39.33366691	48.94734083	14.11887545	36.8408968
ppt_77480	9.229332537	28.58898458	9.276414581	22.6033134	3.225093294	14.69760661
ppt_76355	9.961151886	26.36198679	23.53501449	56.9357496	65.24665032	66.59256772
ppt_102402	1.146609138	2.303427276	1.376801338	2.572945118	4.116281068	3.049526234
ppt_146272	18.21896988	11.539098	21.65492168	19.43327153	60.04804751	30.5496166
ppt_122019	2.031335923	2.773821597	2.066171807	3.873648462	6.00908012	4.419898154
ppt_53375	10.97944924	14.51129154	11.25237926	11.77926412	31.33898117	15.36417838
ppt_135004	0	0.801507581	0.050470143	1.166330714	0.371582	4.610135429
ppt_86702	4.892492719	10.43446189	5.79131837	14.32133829	16.31021295	13.71131815
ppt_120189	19.51291269	32.79540125	20.96213033	30.16647144	58.12482972	32.85430412
ppt_147724	1.323837709	4.404383561	1.061331297	4.420346692	0.267117151	2.469447262
ppt_172861	0.890512071	1.905526273	1.797325716	2.438795971	0.530587031	3.045705732
ppt_97764	19.22374133	15.59495517	15.10956414	10.49251057	5.342925481	9.923255511
ppt_83514	18.94151974	0.046241633	18.40263456	0	51.04046422	0.054730982
ppt_187272	7.405661816	20.63931944	10.10131658	31.41833051	28.13473173	30.65920013
ppt_182589	1.411571611	0.225407376	1.949530294	0.419322324	5.717277197	0.2587165
ppt_49358	10.43933953	11.55398712	7.911729665	8.914146002	2.735495542	5.441289297
ppt_139196	100.3372774	88.34065431	88.34823644	65.09928557	243.7647212	56.04252739
ppt_232756	1.895970758	10.00447908	1.979159467	13.53556534	5.776374832	12.11123011
ppt_111521	5.460894687	6.304840313	13.13140591	18.81314273	36.44672878	24.44571019
ppt_186204	2.159846949	6.381346646	2.544477004	3.173888134	0.795584167	2.153488936
ppt_145420	18.91526393	11.14607507	27.87315496	16.74661479	77.05688125	30.39330627
ppt_223411	0.028967386	0.733213755	0	0.700951296	0.207465184	1.234026599
ppt_52651	18.4935754	6.828517385	14.62455232	4.295546095	5.172073139	3.468045015
ppt_231981	1.139692575	0.588862287	3.561113124	1.075084257	1.173978452	3.048607888
ppt_61555	13.9924584	28.37674353	16.86953749	30.39484786	46.71892392	30.1115012
ppt_150213	5.497174031	6.592791562	6.199388455	11.41825365	17.37204726	12.46485206
ppt_209187	0.680859057	1.628056397	1.374225034	2.615999338	4.086715379	3.87100921
ppt_225019	2.197566057	1.982518057	6.253892643	5.771665155	17.52560963	7.233411288
ppt_114465	10.18601317	35.18874123	7.410612248	57.21592953	20.69156285	77.9266944
ppt_201352	0.234594854	2.511268945	0.501140074	0.945929715	0.080571078	5.4009416
ppt_244488	0.042241371	1.310627721	0.099958876	3.511646601	0.523911154	5.526856911
ppt_77277	4.065463596	0.018500737	3.313307808	0	1.07664583	0
ppt_228019	10.2434215	10.37437846	13.9718134	18.31899921	38.69900672	25.18180461
ppt_242333	23.33775356	22.50992792	22.05122293	20.3589189	7.882752298	16.93388194
ppt_97767	23.06591739	11.74709367	18.84675176	8.078227281	6.712877467	7.057319472
ppt_78577	3.482206628	2.793112333	5.519607616	4.486281067	15.4731864	4.132825263
ppt_216139	10.65276919	7.654758586	9.104209742	4.455988782	3.17874484	4.327592062
ppt_131749	3.847663236	0	6.256197692	0.15803464	2.13999892	0.069966259
ppt_3193	57.3280819	51.06873871	50.27766805	38.40241814	18.16638674	35.09438802
ppt_194003	11.48073138	11.38150063	14.8276659	10.78169015	5.253171623	7.983690351
ppt_135617	1.530917697	3.837655134	0.674154771	4.932117255	0.132820614	12.21249846
ppt_198902	4.898613593	3.694412236	3.590866379	3.536501881	1.195055671	2.485580798
ppt_60689	0.933388002	0	1.793191521	0.015880795	5.231217422	0
ppt_38999	10.22578964	5.988108329	9.704518536	3.665933826	3.398227965	3.581659817
ppt_172375	4.564516448	1.587164137	7.168862743	1.763733573	2.479374149	2.491187712
ppt_101375	4.289753913	0.176999847	9.433100137	0.183841719	26.18889264	0.566572541
ppt_76471	19.88218966	14.50481625	20.64913665	19.03186628	7.379636369	16.68011446
ppt_52621	64.72499365	18.34084762	69.74199375	14.19008996	25.27688813	16.7903584
ppt_110020	2.453557056	4.55549936	1.802696791	4.714332482	0.535781281	1.546870522
ppt_155653	96.73052068	137.9968486	107.332759	151.5788271	294.8927144	162.58966
ppt_68789	0.399750434	0.788295172	2.044589397	1.033056039	5.926829284	2.270008752
ppt_132276	1.799316151	3.117809913	2.635048213	5.24605453	7.546042716	4.670727408
ppt_202801	35.44428732	31.32917239	31.79470592	26.53330712	11.46100089	22.15256064
ppt_228440	5.82830315	0.703326833	3.303385304	0.599272751	1.07015199	0.145111176
ppt_75120	0.956960823	4.513344314	1.271267623	8.940035333	0.330547093	10.67820229
ppt_108798	4.810261365	2.866077826	3.851076596	3.035899397	1.268656356	3.555408455
ppt_97762	17.5986736	8.291885689	13.81846565	5.452326373	4.899987811	4.855422459
ppt_89388	2.316023439	4.893904056	1.624203562	2.834989023	4.750310764	3.275901146
ppt_132266	2.238825088	4.506897191	3.725869221	6.041404437	10.53451484	7.970621869
ppt_253497	29.50711773	19.26066187	26.6301932	16.54594543	9.593614066	13.72602925
ppt_198896	7.405843471	5.319009052	5.418487105	4.779155008	1.864997082	3.700872747
ppt_174978	23.3645991	8.974071738	25.07284385	11.00034173	9.023753773	15.90937822
ppt_225459	22.55093419	24.3837825	25.21198429	32.35145112	69.36687324	45.48506887
ppt_161635	50.36350837	26.71664969	82.23782055	45.0595205	225.6150577	63.46112684
ppt_145867	7.49657319	28.99381188	6.702732115	24.51973316	2.316773181	17.03213302
ppt_51039	7.32517086	11.8750564	9.317000499	16.92350478	25.79530099	20.8710704
ppt_145067	100.7391631	146.0935788	81.10205104	105.9356205	29.4867803	72.65447015
ppt_87926	3.054718958	3.55576125	2.616932208	4.27807145	7.475797398	5.892709312
ppt_108904	3.726231337	4.647018064	4.531569505	2.900600177	1.524453601	3.320492552
ppt_200105	34.36654131	26.08890356	38.05131042	38.97936234	13.77632096	44.1801935
ppt_159734	0.773925495	3.564836712	1.279482064	5.548006366	3.810288949	3.333138639
ppt_88380	4.321159173	10.47350608	2.877530728	7.43173429	0.922185255	6.016911251
ppt_183125	72.53699537	56.23366742	103.0555809	60.14920077	37.53776034	57.00832728
ppt_119380	7.234160218	5.478514241	10.05515287	8.242938013	27.78600271	16.67929185
ppt_37149	29.15804199	31.69368137	30.37988099	48.7615223	83.36983039	62.69954557
ppt_112823	2.799869936	6.730180512	3.949877952	8.238910506	11.11048368	11.58485595
ppt_210073	79.88088839	141.6906037	107.1309058	207.8317558	293.2823813	249.1353998
ppt_93999	226.247036	216.4038349	167.0796755	176.1822135	60.97326249	152.159185
ppt_164602	15.2432857	17.36324684	13.31230196	11.062972	4.733469368	8.846551645
ppt_228951	14.95679218	12.89855404	13.09024183	7.292651239	4.651521941	6.935827942
ppt_226592	3.93885625	1.126287511	5.081133787	0.949970272	1.724374243	0.990050767
ppt_211623	4.732777728	16.39645309	7.575266091	17.59303216	2.633597244	9.436087853
ppt_64190	3.788312393	2.823861801	3.478819214	2.060044711	1.142990785	2.483504205
ppt_170059	56.2899917	48.62681766	64.08750615	51.66684452	175.4410085	72.01850723
ppt_188598	1.198121052	1.182631852	1.429400057	2.376657566	0.401490447	2.338296418
ppt_177183	10.44181432	27.38254623	9.046337409	23.99197838	25.02072633	20.06916283
ppt_184919	7.454996492	12.67878575	5.83179008	17.41134177	16.23931586	14.68164922
ppt_154503	26.76895857	9.523109163	22.79218074	6.088724451	8.212466061	8.610501254
ppt_149035	2.738006505	5.692721638	4.136890607	10.24535516	11.60801238	13.11557669
ppt_143214	7.376679127	3.446563182	5.333747483	2.714858433	1.816407337	2.605899991
ppt_250804	22.8985807	12.78018795	22.6214179	10.63409206	8.146266309	8.494607158
ppt_154127	21.19336757	7.870607433	13.06589014	4.829894248	4.652997864	4.428625746
ppt_57704	1.989029509	4.581321817	1.772974388	3.318906401	5.144236466	2.216384726
ppt_183842	0.870775695	3.777461385	0.846760103	11.15170565	2.627782735	15.98047158
ppt_37205	6.229277708	3.048458217	5.16792346	2.100326691	1.766348872	1.580352527
ppt_159039	14.01668321	9.214676054	30.95433403	37.3545235	84.74387184	76.92537558
ppt_83878	4.102336545	12.4844424	0.778677705	2.031721214	0.182750987	2.085148917
ppt_221498	0.866512011	3.117923432	1.536172012	4.822877332	4.480607972	5.037611969
ppt_200102	11.84327606	9.267527258	12.53663598	11.29096901	4.461173581	9.870330524
ppt_198309	25.94754906	71.10759695	17.37451804	37.29181043	6.239644558	28.39920804
ppt_130659	4.059084705	4.196510722	7.001778863	6.853805891	19.39345634	8.074622119
ppt_49305	81.97768604	82.44270212	87.05599916	58.28863768	31.81224719	31.92882431
ppt_65774	2.732364059	0.722145939	3.838804686	0.789000197	10.76773511	0.65720952
ppt_217459	5.77963892	3.002709175	9.698096159	3.155381225	26.70066307	3.945807699
ppt_136872	27.90101222	31.92533966	22.90135437	16.40044069	8.268910477	14.3345413
ppt_126421	10.11018271	16.15847875	12.85299264	28.34914311	35.27879913	26.17274309
ppt_126241	18.43895159	3.458636599	28.82208938	5.868126987	78.77169564	10.4346695
ppt_188106	49.47864162	25.21773156	38.68395768	15.14671929	14.07856623	8.132029266
ppt_221763	50.0568265	52.16431276	51.96748849	46.37177458	18.95727038	40.01796475
ppt_101771	12.60980331	9.389168151	24.33644167	30.01294529	66.52911248	46.68164986
ppt_228559	2.234957826	0.390641079	2.343265348	0.533976346	6.685495647	0.525519808
ppt_49031	4.464279302	6.071936449	6.540238384	4.010994707	2.262440464	2.746651452
ppt_194101	7.283583462	8.532436985	12.01413528	14.09443473	32.97825129	19.55017515
ppt_80002	16.79392734	24.46212703	19.57833276	27.2346082	53.56876937	41.13015653
ppt_152677	0.73562617	1.704965287	1.161217085	1.724478491	3.462100239	2.333501759
ppt_167333	28.88900922	37.46009773	23.83619689	25.9444557	8.618752462	19.9234395
ppt_158359	6.711119667	8.003365891	7.063105328	14.25179496	19.53854875	16.79277194
ppt_285306	95.15038604	85.45097559	115.7576049	107.2459623	315.2839004	121.3060035
ppt_119846	0.967423644	0.288476443	0.570779565	0.492023206	1.882197866	0.730336885
ppt_194738	3.326034179	10.17927165	7.949252148	16.19668843	21.94298149	20.81301198
ppt_56102	42.31380168	226.3095274	69.38626436	216.5850831	189.0545106	270.0607085
ppt_256823	0.355608467	1.124100857	0.616439528	2.22546134	1.969457342	4.340957623
ppt_220271	18.62813702	4.569349937	22.34754512	6.066938626	61.08014099	7.098607519
ppt_194740	1.867372622	2.889744049	3.336307644	4.802148492	9.380880486	5.754236519
ppt_63014	11.93052076	10.41235941	11.5832244	10.14473456	4.116478622	7.612963407
ppt_142619	19.30605681	18.03015354	10.93696853	13.31368651	3.886777627	18.37752187
